,Wyscout id,Player,Team within selected timeframe,League,Age,Minutes played,Position,Primary position,Secondary position,Third position,wPwC,Aerial impact,wSwC,wAwC,wDpwC,wDcwC
6209,488633,A. Quiñonez,ADT,PER Liga 1,28.0,1346,"CF, RAMF",CF,RAMF,0,1.3920229798666002,1.5900667232716337,1.158844976244639,1.1984342831525223,0.2667037084558359,0.6803141807533776
6210,293574,E. Gonzáles,Deportivo Garcilaso,PER Liga 1,28.0,1339,"RCMF, LCMF, DMF",RCMF,LCMF,DMF,0.187503261389144,1.081755747183132,0.1016464345901769,0.3450454308606309,1.293417851541237,1.2814284712838058
6211,-78845,J. Gonzáles,ADT,PER Liga 1,21.0,1314,"RWB, LWB, LW",RWB,LWB,LW,1.35336375459045,0.3987962573102945,1.6304240300603317,2.2688940417026098,0.4609633197412528,0.8835558627114982
6212,110337,O. Noronha,César Vallejo,PER Liga 1,32.0,1311,"CF, LAMF",CF,LAMF,0,0.9813281515311766,1.4912697071685383,1.394414455438337,1.091103437499559,1.2151390405587252,1.0083934813928848
6213,173787,J. Segura,UTC Cajamarca,PER Liga 1,34.0,1306,"RCB, LCB, CB",RCB,LCB,CB,0.2384598487117891,1.5286919799579666,0.0091534107860346,0.0730004762860774,1.386406665396822,1.3793464293497693
6214,395784,O. Takeuchi,Los Chankas,PER Liga 1,30.0,1305,"AMF, LW, CF",AMF,LW,CF,0.171790300641343,1.325891079324148,1.738002412760078,1.5108098960717051,0.2669075614142621,0.4954856493480133
6215,443478,D. Dioses,Comerciantes Unidos,PER Liga 1,28.0,1298,"RDMF, RCMF",RDMF,RCMF,0,0.7649487169581358,0.8265879502848417,0.121188741728351,0.3308692480289341,1.1286369509709904,0.3734081748382731
6216,-219048,W. Díaz,Unión Comercio,PER Liga 1,31.0,1297,GK,GK,0,0,0.0311507808679959,0.4626110791294124,0.0,0.1299457666182568,0.182990138079563,0.1546765978251909
6217,-60945,R. Lutiger,Sporting Cristal,PER Liga 1,23.0,1285,"LCB, LCB3",LCB,LCB3,0,0.3032240653789871,1.692078622734847,0.2895114957149817,0.1647188927485717,1.3645173641375348,1.529070853640833
6218,475078,F. Oncoy,Atlético Grau,PER Liga 1,24.0,1271,"RDMF, DMF, AMF",RDMF,DMF,AMF,0.2423490596553485,2.076393038238023,0.7792314295425384,0.6901824837382211,1.3973944760308794,1.355083270835045
